country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,region,econ_class,gdp_2015_usd,gdp_2017_ppp,gdp_constant_lcu,gdp_current_usd
Guinea-Bissau,2005,GNB,1379714,1653070464,0,0,0.213,0.011,5.455,1.009,-0.593,-37.01,0.731,0.61,0.798,0.154,0.129,0.168,0,0,,,,0,6.178,186.352,0,0,0,320.129,6.178,,915.815,0.764,0,0,0,0,1.29,2.711,0.796,0.577,1.16,0.841,0.85,0.616,0.213,0.154,,,1.264,0,0.001,0.003,0,0,0.001,0.01,0,0,0,0.044,0.001,,0,0,0.016,0.002,,0.012,0,0,0,0,3.74,1.78,,,Sub-Saharan Africa,Low income,756368829.2,2256402425,3.09516E+11,587029096
Guinea-Bissau,2006,GNB,1414094,1701900928,0,0,0.216,0.004,1.724,0.775,-0.234,-23.206,0.548,0.455,0.6,0.153,0.127,0.167,0,0,,,,0,6.394,187.127,0,0,0,320.688,6.394,,913.918,0.759,0,0,0,0,1.379,2.878,0.559,0.395,1.32,0.933,1.01,0.714,0.216,0.153,,,1.292,0,0.001,0.002,0,0,0.001,0.01,0,0,0,0.044,0.001,,0,0,0.011,0.002,,0.012,0,0,0,0,4.07,1.95,,,Sub-Saharan Africa,Low income,773836093.3,2308510835,3.16664E+11,592365659.8
Guinea-Bissau,2007,GNB,1450574,1768964992,0,0,0.231,0.015,6.78,1.413,0.638,82.375,0.974,0.799,1.029,0.159,0.13,0.168,0,0,,,,0,6.625,188.54,0,0,0,321.87,6.625,,946.612,0.776,0,0,0,0,1.365,2.799,1.182,0.815,1.32,0.91,0.99,0.682,0.231,0.159,,,1.373,0,0.001,0.004,0,0,0.001,0.01,0,0,0,0.044,0.002,,0,0,0.026,0.002,,0.012,0,0,0,0,4.06,1.98,,,Sub-Saharan Africa,Low income,799086020.3,2383836515,3.26996E+11,696910784
Guinea-Bissau,2008,GNB,1488437,1837842560,0,0,0.227,-0.004,-1.587,1.165,-0.248,-17.518,0.783,0.634,0.872,0.153,0.124,0.17,0,0,,,,0,6.852,189.705,0,0,0,322.808,6.852,,898.468,0.728,0,0,0,0,1.27,2.54,0.938,0.63,1.2,0.806,0.82,0.551,0.227,0.153,,,1.337,0,0.001,0.003,0,0,0.001,0.009,0,0,0,0.044,0.002,,0,0,0.02,0.002,,0.012,0,0,0,0,3.78,1.89,,,Sub-Saharan Africa,Low income,824685278.8,2460204322,3.37472E+11,868154627.9
Guinea-Bissau,2009,GNB,1527207,1913611648,0,0,0.234,0.007,3.226,2.625,1.46,125.254,1.719,1.372,1.895,0.154,0.123,0.169,0,0,,,,0,7.086,192.331,0,0,0,325.199,7.086,,907.23,0.724,0,0,0,0,1.323,2.514,2.391,1.565,1.22,0.799,0.84,0.55,0.234,0.154,,,1.386,0,0.001,0.007,0,0,0.001,0.009,0,0,0,0.044,0.002,,0,0,0.046,0.002,,0.012,0,0,0,0,3.84,2.02,,,Sub-Saharan Africa,Low income,852468719.4,2543087990,3.48841E+11,830126428.8
Guinea-Bissau,2010,GNB,1567226,2015432192,0,0,0.238,0.004,1.562,1.632,-0.994,-37.849,1.041,0.81,1.148,0.152,0.118,0.168,0,0,,,,0,7.324,193.962,0,0,0,326.593,7.324,,907.236,0.705,0,0,0,0,1.346,2.546,1.393,0.889,1.3,0.829,0.9,0.574,0.238,0.152,,,1.422,0,0.001,0.004,0,0,0.001,0.009,0,0,0,0.044,0.002,,0,0,0.027,0.002,,0.012,0,0,0,0,3.99,2.11,,,Sub-Saharan Africa,Low income,891775803.9,2660349037,3.64926E+11,849878489.1
Guinea-Bissau,2011,GNB,1609025,2192198912,0,0,0.242,0.004,1.538,1.296,-0.336,-20.596,0.805,0.591,0.898,0.15,0.11,0.168,0,0,,,,0,7.566,195.258,0,0,0,327.647,7.566,,896.623,0.658,0,0,0,0,1.311,2.411,1.054,0.655,1.24,0.771,0.84,0.522,0.242,0.15,,,1.443,0,0.001,0.003,0,0,0.001,0.009,0,0,0,0.044,0.002,,0,0,0.02,0.002,,0.012,0,0,0,0,3.88,2.11,,,Sub-Saharan Africa,Low income,963873913.4,2875432397,3.9443E+11,1099818592
Guinea-Bissau,2012,GNB,1652720,2160239104,0,0,0.245,0.004,1.515,1.033,-0.262,-20.246,0.625,0.478,0.702,0.149,0.114,0.167,0,0,,,,0,7.812,196.291,0,0,0,328.434,7.812,,890.101,0.681,0,0,0,0,1.386,2.644,0.788,0.477,1.48,0.895,1.07,0.647,0.245,0.149,,,1.471,0,0.001,0.003,0,0,0.001,0.009,0,0,0,0.043,0.002,,0,0,0.015,0.002,,0.012,0,0,0,0,4.37,2.29,,,Sub-Saharan Africa,Low income,947365808.6,2826185355,3.87674E+11,989271155.1
Guinea-Bissau,2013,GNB,1697757,2238347520,0,0,0.245,0,0,0.781,-0.252,-24.421,0.46,0.349,0.519,0.145,0.11,0.163,0,0,,,,0,8.057,197.072,0,0,0,328.97,8.057,,886.973,0.673,0,0,0,0,1.325,2.403,0.535,0.315,1.36,0.801,0.89,0.524,0.245,0.145,,,1.506,0,0.001,0.002,0,0,0.001,0.009,0,0,0,0.043,0.002,,0,0,0.011,0.002,,0.012,0,0,0,0,4.08,2.25,,,Sub-Saharan Africa,Low income,978211132.4,2918203244,4.00297E+11,1046087367
Guinea-Bissau,2014,GNB,1743318,2253617152,0,0,0.26,0.015,5.97,0.607,-0.174,-22.319,0.348,0.269,0.383,0.149,0.115,0.164,0,0,,,,0,8.317,197.679,0,0,0,329.316,8.317,,907.578,0.702,0,0,0,0,1.285,2.409,0.347,0.199,1.36,0.78,0.97,0.556,0.26,0.149,,,1.582,0,0.001,0.001,0,0,0.001,0.009,0,0,0,0.043,0.002,,0,0,0.007,0.002,,0.012,0,0,0,0,4.2,2.24,,,Sub-Saharan Africa,Low income,987646573,2946351087,4.04158E+11,1054915581
Guinea-Bissau,2015,GNB,1788931,2372699648,0,0,0.278,0.018,7.042,0.607,0,-0.006,0.339,0.256,0.371,0.156,0.117,0.17,0,0,,,,0,8.596,198.285,0,0,0,329.644,8.596,,914.877,0.69,0,0,0,0,1.33,2.499,0.328,0.183,1.51,0.844,1.08,0.604,0.278,0.156,,,1.637,0,0.001,0.001,0,0,0.001,0.009,0,0,0,0.043,0.002,,0,0,0.006,0.002,,0.012,0,0,0,0,4.47,2.38,,,Sub-Saharan Africa,Low income,1048229633,3127082707,4.28949E+11,1048229633
Guinea-Bissau,2016,GNB,1834554,2506111488,0,0,0.304,0.026,9.211,0.616,0.01,1.583,0.336,0.246,0.362,0.166,0.121,0.178,0,0,,,,0,8.9,198.901,0,0,0,329.957,8.9,,928.796,0.68,0,0,0,0,1.286,2.262,0.312,0.17,1.35,0.736,0.88,0.48,0.304,0.166,,,1.704,0,0.001,0.002,0,0,0.001,0.009,0,0,0,0.043,0.002,,0,0,0.007,0.003,,0.012,0,0,0,0,4.15,2.36,,,Sub-Saharan Africa,Low income,1113878218,3322925819,4.55814E+11,1179004911
Guinea-Bissau,2017,GNB,1879835,2652453632,0,0,0.304,0,0,0.682,0.066,10.691,0.363,0.257,0.495,0.162,0.115,0.221,0,0,,,,0,9.204,199.584,0,0,0,330.335,9.204,,733.632,0.52,0,0,0,0,1.266,2.17,0.378,0.201,1.29,0.686,0.84,0.447,0.304,0.162,,,1.379,0,0.001,0.002,0,0,0.001,0.008,0,0,0,0.042,0.002,,0,0,0.008,0.002,,0.012,0,0,0,0,4.08,2.38,,,Sub-Saharan Africa,Low income,1179810637,3519615667,4.82794E+11,1350177012
Guinea-Bissau,2018,GNB,1924954,2752462080,0,0,0.311,0.007,2.41,0.57,-0.112,-16.373,0.296,0.207,0.412,0.162,0.113,0.225,0,0,,,,0,9.515,200.154,0,0,0,330.593,9.515,,719.81,0.503,0,0,0,0,1.294,2.171,0.259,0.135,1.33,0.691,0.87,0.452,0.311,0.162,,,1.386,0,0.001,0.001,0,0,0.001,0.008,0,0,0,0.042,0.002,,0,0,0.006,0.003,,0.012,0,0,0,0,4.18,2.49,,,Sub-Saharan Africa,Low income,1194956299,3564798265,4.88992E+11,1504630234
Guinea-Bissau,2019,GNB,1970460,,0,0,0.322,0.011,3.529,0.521,-0.049,-8.601,0.265,,0.376,0.164,,0.233,0,0,,,,0,9.838,200.675,0,0,0,330.792,9.838,,703.127,,0,0,0,0,1.274,2.142,0.199,0.101,1.35,0.685,0.88,0.447,0.322,0.164,,,1.385,0,0.001,0.001,0,0,0.001,0.008,0,0,0,0.042,0.002,,0,0,0.004,0.003,,0.012,0,0,0,0,4.22,2.51,,,Sub-Saharan Africa,Low income,1248729332,3725214187,5.10996E+11,1439638411
Guinea-Bissau,2020,GNB,2015839,,0,0,0.297,-0.026,-7.955,0.504,-0.017,-3.303,0.25,,0.381,0.147,,0.224,0,0,,,,0,10.135,201.179,0,0,0,331,10.135,,656.343,,0,0,0,0,1.265,2.113,0.207,0.103,1.37,0.68,0.88,0.437,0.297,0.147,,,1.323,0,0.001,0.001,0,0,0.001,0.008,0,0,0,0.042,0.002,,0,0,0.005,0.003,,0.012,0,0,0,0,4.26,2.55,,,Sub-Saharan Africa,Low income,1218759828,3635809047,4.98732E+11,1431758232
Guinea-Bissau,2021,GNB,2060730,,0,0,0.321,0.024,8.175,0.55,0.046,9.195,0.267,,0.394,0.156,,0.23,0,0,,,,0,10.456,201.73,0,0,0,331.229,10.456,,677.328,,0,0,0,0,,,0.229,0.111,,,,,0.321,0.156,,,1.396,0,0.001,0.001,0,0,0.001,0.008,0,0,0,0.042,0.002,,0,0,0.005,0.003,,0.012,0,0,0,0,,,,,Sub-Saharan Africa,Low income,1265072731,3773969879,5.17684E+11,1638517607
Guinea-Bissau,2022,GNB,2105580,,0,0,0.327,0.006,1.775,0.534,-0.016,-2.938,0.254,,,0.155,,,0,0,,,,0,10.782,202.264,0,0,0,331.437,10.782,,,,0,0,0,0,,,0.208,0.099,,,,,0.327,0.155,,,,0,0.001,0.001,0,0,0.001,0.008,0,0,0,0.041,0.002,,0,0,0.005,0.003,,,,,,,,,,,Sub-Saharan Africa,Low income,1309350904,3906060696,5.35803E+11,1633559092
Guyana,2000,GUY,759059,,,,1.748,-0.084,-4.6,9.223,-2.153,-18.926,12.151,,1.331,2.302,,0.252,0,0,,,,,61.288,634.62,0.033,0,0,956.745,61.255,,9131.178,,0,0,0,0,4.282,13.293,7.476,9.848,1.19,1.568,0.4,0.527,1.748,2.302,,,6.931,,0.007,0.03,0,,0.006,0.037,0,0,0,0.138,0.017,,0,0,0.139,0.017,,0.044,0,0,0.001,0,10.09,3.25,,,Latin America & Caribbean,High income,2875468427,5806707983,5.92041E+11,2875468427
Guyana,2001,GUY,759816,,,,1.744,-0.004,-0.21,7.717,-1.506,-16.326,10.157,,1.139,2.295,,0.257,0,0,,,,,63.032,642.338,0.033,0,0,962.719,62.999,,8915.736,,0,0,0,0,4.343,14.28,5.973,7.862,1.24,1.632,0.42,0.553,1.744,2.295,,,6.774,,0.007,0.025,0,,0.006,0.036,0,0,0,0.138,0.017,,0,0,0.119,0.017,,0.044,0,0,0.001,0,10.85,3.3,,,Latin America & Caribbean,High income,2941015353,5939073149,6.05536E+11,2941015353
Guyana,2002,GUY,760326,,,,1.715,-0.029,-1.681,6.499,-1.219,-15.795,8.547,,0.948,2.255,,0.25,0,0,,,,,64.747,648.836,0.033,0,0,967.503,64.713,,9012.365,,0,0,0,0,4.182,14.126,4.784,6.292,1.12,1.473,0.44,0.579,1.715,2.255,,,6.852,,0.007,0.021,0,,0.006,0.036,0,0,0,0.137,0.017,,0,0,0.089,0.017,,0.044,0,0,0.001,0,10.74,3.18,,,Latin America & Caribbean,High income,2974326086,6006340693,6.12395E+11,726131434.7
Guyana,2003,GUY,760569,,,,1.858,0.143,8.333,24.562,18.063,277.96,32.294,,3.479,2.442,,0.263,0,0,,,,,66.604,673.398,0.033,0,0,990.207,66.571,,9282.544,,0,0,0,0,4.457,14.489,22.704,29.851,1.33,1.749,0.52,0.684,1.858,2.442,,,7.06,,0.007,0.073,0,,0.006,0.037,0,0,0,0.14,0.017,,0,0,0.389,0.017,,0.043,0,0,0.001,0,11.02,3.39,,,Latin America & Caribbean,High income,2955521641,5968367082,6.08523E+11,743063950.3
Guyana,2004,GUY,760428,,,,1.927,0.07,3.748,11.285,-13.277,-54.056,14.84,,1.637,2.534,,0.28,0,0,,,,,68.531,684.683,0.033,0,0,999.564,68.498,,9064.288,,0,0,0,0,4.471,14.873,9.357,12.306,1.19,1.565,0.53,0.697,1.927,2.534,,,6.893,,0.007,0.033,0,,0.006,0.037,0,0,0,0.14,0.017,,0,0,0.173,0.018,,0.043,0,0,0.001,0,11.31,3.4,,,Latin America & Caribbean,High income,3001726851,6061673675,6.18037E+11,787814379.2
Guyana,2005,GUY,759713,,,,1.619,-0.308,-15.97,7.722,-3.563,-31.57,10.165,,1.241,2.132,,0.26,0,0,,,,,70.151,692.405,0.033,0,0,1005.667,70.118,,8189.165,,0,0,0,0,4.002,14.413,6.103,8.033,1.12,1.474,0.44,0.579,1.619,2.132,,,6.221,,0.005,0.022,0,,0.006,0.036,0,0,0,0.14,0.017,,0,0,0.125,0.015,,0.043,0,0,0.001,0,10.95,3.04,,,Latin America & Caribbean,High income,2943164433,5943412992,6.05979E+11,824880550.3
Guyana,2006,GUY,758376,,,,1.51,-0.11,-6.787,6.473,-1.249,-16.172,8.536,,1.163,1.991,,0.271,0,0,,,,,71.661,698.878,0.033,0,0,1010.631,71.627,,7341.676,,0,0,0,0,3.771,14.175,4.964,6.545,1.08,1.424,0.43,0.567,1.51,1.991,,,5.568,,0.005,0.018,0,,0.006,0.036,0,0,0,0.139,0.017,,0,0,0.095,0.013,,0.043,0,0,0.001,0,10.75,2.86,,,Latin America & Caribbean,High income,3094137271,6248286860,6.37063E+11,2379817991
Guyana,2007,GUY,756528,,,,1.781,0.271,17.961,4.939,-1.535,-23.71,6.528,,0.717,2.354,,0.258,0,0,,,,,73.441,703.817,0.033,0,0,1013.788,73.408,,9106.513,,0,0,0,0,4.19,14.619,3.158,4.174,1.11,1.467,0.44,0.582,1.781,2.354,,,6.889,,0.006,0.014,0,,0.006,0.036,0,0,0,0.139,0.017,,0,0,0.069,0.016,,0.042,0,0,0.001,0,11.06,3.17,,,Latin America & Caribbean,High income,3316643991,6697615929,6.82876E+11,2730971595
Guyana,2008,GUY,754159,,,,1.707,-0.073,-4.115,5.1,0.162,3.272,6.763,,0.779,2.264,,0.261,0,0,,,,,75.149,708.917,0.033,0,0,1017.181,75.116,,8685.301,,0,0,0,0,4.402,14.864,3.393,4.499,1.2,1.591,0.5,0.663,1.707,2.264,,,6.55,,0.005,0.014,0,,0.006,0.035,0,0,0,0.139,0.017,,0,0,0.072,0.015,,0.042,0,0,0.001,0,11.21,3.32,,,Latin America & Caribbean,High income,3374858506,6815174058,6.94862E+11,3025187433
Guyana,2009,GUY,751265,,,,1.909,0.202,11.803,4.756,-0.344,-6.753,6.33,,0.705,2.541,,0.283,0,0,,,,,77.058,713.673,0.033,0,0,1020.028,77.025,,8978.938,,0,0,0,0,4.459,14.961,2.847,3.789,1.24,1.651,0.46,0.612,1.909,2.541,,,6.746,,0.006,0.013,0,,0.006,0.035,0,0,0,0.138,0.017,,0,0,0.054,0.017,,0.041,0,0,0.001,0,11.24,3.35,,,Latin America & Caribbean,High income,3496741807,7061304646,7.19957E+11,3165663153
Guyana,2010,GUY,747937,,0,0,1.887,-0.022,-1.152,4.282,-0.474,-9.965,5.725,,0.589,2.523,,0.26,0,0,,,,0,78.945,717.955,0.033,0,0,1022.423,78.911,,9713.229,,0,0,0,0,4.786,15.376,2.395,3.202,1.31,1.751,0.52,0.695,1.887,2.523,,,7.265,0,0.006,0.011,0,0,0.006,0.034,0,0,0,0.137,0.017,,0,0,0.046,0.017,,0.041,0,0,0.001,0,11.5,3.58,,,Latin America & Caribbean,High income,3641452425,7353532615,7.49752E+11,3432912517
Guyana,2011,GUY,744235,,0,0,1.96,0.073,3.883,4.01,-0.272,-6.355,5.388,,0.531,2.634,,0.259,0,0,,,,0,80.905,721.964,0.033,0,0,1024.472,80.872,,10153.407,,0,0,0,0,4.931,25.812,2.049,2.754,1.35,1.814,0.45,0.605,1.96,2.634,,,7.557,0,0.006,0.01,0,0,0.006,0.034,0,0,0,0.137,0.017,,0,0,0.039,0.017,,0.041,0,0,0.001,0,19.21,3.67,,,Latin America & Caribbean,High income,3830671453,7735640669,7.88711E+11,3691384318
Guyana,2012,GUY,743970,,0,0,1.96,0,0,5.881,1.871,46.663,7.904,,0.686,2.635,,0.229,0,0,,,,0,82.865,727.845,0.033,0,0,1028.392,82.832,,11516.412,,0,0,0,0,5.282,26.157,3.92,5.27,1.38,1.855,0.51,0.686,1.96,2.635,,,8.568,0,0.006,0.015,0,0,0.006,0.034,0,0,0,0.136,0.017,,0,0,0.073,0.017,,0.04,0,0,0.001,0,19.46,3.93,,,Latin America & Caribbean,High income,4032790344,8143798646,8.30326E+11,4063088536
Guyana,2013,GUY,747424,,0,0,1.905,-0.055,-2.804,7.109,1.229,20.892,9.512,,0.847,2.549,,0.227,0,0,,,,0,84.77,734.954,0.033,0,0,1033.596,84.737,,11227.718,,0,0,0,0,5.472,26.25,5.204,6.963,1.52,2.034,0.54,0.722,1.905,2.549,,,8.392,0,0.005,0.018,0,0,0.006,0.033,0,0,0,0.136,0.017,,0,0,0.107,0.016,,0.04,0,0,0.001,0,19.62,4.09,,,Latin America & Caribbean,High income,4180123674,8441322910,8.60661E+11,4167800936
Guyana,2014,GUY,751126,,0.001,0.001,1.972,0.067,3.503,8.826,1.717,24.148,11.75,,1.054,2.625,,0.236,0,0,,,,0.001,86.742,743.78,0.033,0,0,1040.45,86.708,,11144.22,,0,0,0,0,5.725,26.4,6.854,9.125,1.67,2.223,0.52,0.692,1.971,2.624,,,8.371,0,0.006,0.022,0,0,0.006,0.033,0,0,0,0.136,0.017,,0,0,0.131,0.017,,0.04,0,0,0.001,0,19.83,4.3,,,Latin America & Caribbean,High income,4250621228,8583685352,8.75176E+11,4127660158
Guyana,2015,GUY,755043,,0.039,0.052,2.003,0.031,1.588,10.667,1.841,20.861,14.128,,1.256,2.653,,0.236,0,0,,,,0.04,88.746,754.448,0.033,0,0,1049.114,88.672,,11248.948,,0,0,0,0,5.88,26.462,8.664,11.475,1.74,2.305,0.59,0.781,1.964,2.601,,,8.493,0.003,0.006,0.026,0,0,0.006,0.033,0,0,0,0.136,0.017,,0,0,0.154,0.017,,0.039,0,0,0.001,0,19.98,4.44,,,Latin America & Caribbean,High income,4279840194,8642689999,8.81192E+11,4279840194
Guyana,2016,GUY,759097,,0.158,0.208,2.375,0.371,18.536,6.609,-4.058,-38.044,8.706,,0.689,3.128,,0.248,0.033,0.043,,,,0.198,91.12,761.056,0.066,0,0,1053.349,90.856,,12634.438,,0,0,0,0,5.889,22.922,4.234,5.578,1.45,1.91,0.52,0.685,2.184,2.877,,,9.591,0.011,0.007,0.016,0,0.001,0.006,0.033,0,0,0,0.136,0.017,,0,0,0.092,0.018,,0.039,0,0,0.001,0,17.4,4.47,,,Latin America & Caribbean,High income,4442793237,8971756641,9.14743E+11,4482697337
Guyana,2017,GUY,763265,,0.158,0.207,2.327,-0.048,-2.016,6.413,-0.196,-2.968,8.402,,0.674,3.049,,0.245,0.007,0.01,,,,0.356,93.447,767.469,0.073,0,0,1057.435,93.018,,12459.088,,0,0,0,0,6.053,22.928,4.086,5.353,1.57,2.057,0.5,0.655,2.162,2.832,,,9.51,0.01,0.006,0.016,0,0.001,0.006,0.032,0,0,0,0.136,0.017,,0,0,0.09,0.018,,0.039,0,0,0.001,0,17.5,4.62,,,Latin America & Caribbean,High income,4608708975,9306806134,9.48904E+11,4748174334
Guyana,2018,GUY,785518,,0.162,0.206,2.503,0.176,7.57,7.244,0.831,12.966,9.222,,0.745,3.186,,0.258,0.022,0.028,,,,0.517,95.95,774.714,0.095,0,0,1062.176,95.337,,12371.177,,0,0,0,0,6.072,22.482,4.741,6.036,1.53,1.948,0.58,0.738,2.319,2.953,,,9.718,0.01,0.007,0.018,0,0.001,0.006,0.032,0,0,0,0.135,0.017,,0,0,0.111,0.019,,0.038,0,0,0.001,0,17.66,4.77,,,Latin America & Caribbean,High income,4813377726,9720113287,9.91044E+11,4787637006
Guyana,2019,GUY,798761,,0.162,0.202,2.756,0.253,10.101,8.311,1.067,14.725,10.405,,0.734,3.45,,0.243,0.026,0.032,,,,0.679,98.706,783.025,0.121,0,0,1067.731,97.906,,14184.612,,0,0,0,0,6.347,22.497,5.555,6.955,1.63,2.041,0.61,0.764,2.568,3.216,,,11.33,0.01,0.007,0.02,0,0.002,0.006,0.032,0,0,0,0.135,0.017,,0,0,0.121,0.021,,0.038,0,0,0.001,0,17.97,5.07,,,Latin America & Caribbean,High income,5071030136,10240415403,1.04409E+12,5173760192
Guyana,2020,GUY,797207,,0.158,0.198,3.188,0.433,15.698,9.161,0.85,10.225,11.491,,0.832,3.999,,0.289,0.007,0.009,,,,0.837,101.894,792.186,0.128,0.528,0,1073.704,100.401,,13816.492,,0.528,0.662,0,0,6.623,22.792,5.972,7.492,1.86,2.333,0.58,0.728,2.495,3.13,,,11.015,0.01,0.009,0.023,0,0.002,0.006,0.032,0,0.003,0,0.135,0.017,,0.133,0,0.139,0.023,,0.038,0,0.001,0.001,0,18.17,5.28,,,Latin America & Caribbean,High income,7275896377,14692912354,1.49806E+12,5471256595
Guyana,2021,GUY,804571,,0.158,0.196,3.564,0.376,11.778,9.975,0.814,8.887,12.398,,0.906,4.43,,0.324,0.007,0.009,,,,0.994,105.458,802.161,0.136,0.775,0,1080.115,103.553,,13690.034,,0.247,0.307,0,0,,,6.411,7.968,,,,,3.152,3.917,,,11.015,0.009,0.01,0.024,0,0.002,0.006,0.032,0,0.004,0,0.135,0.017,,0.061,0,0.148,0.027,,0.038,0,0.001,0.001,0,,,,,Latin America & Caribbean,High income,8735441013,17640310213,1.79857E+12,8041362110
Guyana,2022,GUY,808727,,0.158,0.195,3.537,-0.027,-0.751,10.063,0.088,0.878,12.442,,,4.374,,,0.007,0.009,,,,1.152,108.995,812.223,0.143,1.082,0,1086.64,106.618,,,,0.307,0.379,0,0,,,6.525,8.069,,,,,3.065,3.79,,,,0.01,0.01,0.024,0,0.002,0.006,0.032,0,0.006,0,0.135,0.017,,0.077,0,0.151,0.026,,,,,,,,,,,Latin America & Caribbean,High income,14270953619,28818699424,2.9383E+12,14718388489
Haiti,2000,HTI,8360224,12590116864,0,0,1.634,0.363,28.53,3.988,-1.57,-28.251,0.477,0.317,0.571,0.195,0.13,0.234,0,0,,,,2.494,30.3,223.973,0.945,0,0,649.043,26.861,,836.08,0.555,0,0,0,0,0.876,0.884,2.354,0.282,4.39,0.525,1.43,0.171,1.634,0.195,,,6.99,0,0.006,0.013,0,0.014,0.003,0.013,0,0,0,0.094,0.007,,0,0,0.044,0.016,,0.044,0,0,0,0,7.39,7.32,,,Latin America & Caribbean,Lower middle income,11150259244,25010835039,4.65835E+11,11150259244
Haiti,2001,HTI,8511728,12654294016,0.086,0.01,1.471,-0.163,-9.966,3.052,-0.937,-23.482,0.359,0.241,0.401,0.173,0.116,0.193,0,0,,,,2.58,31.771,227.025,0.945,0,0,650.623,28.246,,893.391,0.601,0,0,0,0,0.882,0.889,1.581,0.186,4.43,0.52,1.43,0.168,1.385,0.163,,,7.604,0.011,0.006,0.01,0,0.013,0.003,0.013,0,0,0,0.093,0.008,,0,0,0.031,0.013,,0.044,0,0,0.001,0,7.57,7.51,,,Latin America & Caribbean,Lower middle income,11112041966,24925110931,4.64238E+11,11112041966
Haiti,2002,HTI,8661546,12820096000,0.122,0.014,1.785,0.314,21.338,2.854,-0.198,-6.489,0.329,0.223,0.343,0.206,0.139,0.214,0,0,,,,2.702,33.557,229.879,0.945,0,0,651.692,29.909,,961.624,0.65,0,0,0,0,0.901,0.909,1.069,0.123,4.48,0.517,1.44,0.166,1.663,0.192,,,8.329,0.016,0.007,0.009,0,0.014,0.003,0.013,0,0,0,0.093,0.008,,0,0,0.02,0.016,,0.043,0,0,0.001,0,7.87,7.8,,,Latin America & Caribbean,Lower middle income,11228920661,25187278266,4.69121E+11,6205847137
Haiti,2003,HTI,8812248,13072601088,0.121,0.014,1.7,-0.085,-4.764,2.472,-0.382,-13.388,0.28,0.189,0.321,0.193,0.13,0.221,0,0,,,,2.823,35.257,232.351,0.945,0,0,652.463,31.488,,874.446,0.589,0,0,0,0,0.89,0.898,0.772,0.088,4.53,0.514,1.45,0.165,1.579,0.179,,,7.706,0.014,0.006,0.007,0,0.014,0.003,0.013,0,0,0,0.092,0.008,,0,0,0.013,0.015,,0.043,0,0,0.001,0,7.91,7.84,,,Latin America & Caribbean,Lower middle income,11619774655,26063991943,4.8545E+11,5071947798
Haiti,2004,HTI,8961495,12808948736,0.124,0.014,1.652,-0.048,-2.834,2.796,0.324,13.105,0.312,0.218,0.315,0.184,0.129,0.186,0,0,,,,2.947,36.909,235.146,0.945,0,0,653.607,33.016,,990.221,0.693,0,0,0,0,0.861,0.869,1.144,0.128,4.55,0.508,1.44,0.161,1.528,0.17,,,8.874,0.014,0.006,0.008,0,0.014,0.003,0.013,0,0,0,0.091,0.008,,0,0,0.021,0.014,,0.043,0,0,0.001,0,7.79,7.72,,,Latin America & Caribbean,Lower middle income,11466642670,25720505863,4.79053E+11,6087360735
Haiti,2005,HTI,9111901,13245369344,0.123,0.014,1.724,0.072,4.379,11.283,8.487,303.591,1.238,0.852,1.219,0.189,0.13,0.186,0,0,,,,3.07,38.633,246.429,0.945,0,0,663.166,34.617,,1015.82,0.699,0,0,0,0,0.858,0.866,9.559,1.049,4.6,0.505,1.45,0.159,1.601,0.176,,,9.256,0.013,0.006,0.033,0,0.014,0.003,0.013,0,0,0,0.092,0.008,,0,0,0.195,0.014,,0.043,0,0,0.001,0,7.89,7.82,,,Latin America & Caribbean,Lower middle income,11818917813,26510684397,4.9377E+11,7030149791
